epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,42.1858,1.06482,2.3056,1.1449,0.00333,1,0.49671,0.39673,1.26362,3.64857,1.17658,0.00057288,0.00057288,0.00057288
18,44.463,0.96138,1.66266,1.11875,0.00333,1,0.49671,0.39673,1.26362,3.64857,1.17658,0.000601825,0.000601825,0.000601825
19,46.7645,1.34886,1.838,1.31966,0.00167,0.5,0.49543,0.39634,1.21493,3.47912,1.16725,0.00063011,0.00063011,0.00063011
20,49.017,1.01409,1.62277,1.03618,0.00167,0.5,0.49543,0.39634,1.21493,3.47912,1.16725,0.000657735,0.000657735,0.000657735
21,51.3072,1.18312,2.1938,1.17229,0.00572,0.5,0.49543,0.44588,0.9492,3.61723,1.15432,0.0006847,0.0006847,0.0006847
22,53.5711,1.08645,1.30533,1.25903,0.00572,0.5,0.49543,0.44588,0.9492,3.61723,1.15432,0.000711005,0.000711005,0.000711005
23,55.865,0.96898,1.39605,1.09646,0.56694,0.5,0.49543,0.44588,0.89278,3.59591,1.16939,0.00073665,0.00073665,0.00073665
24,58.1455,0.91224,1.35008,1.09009,0.56694,0.5,0.49543,0.44588,0.89278,3.59591,1.16939,0.000761635,0.000761635,0.000761635
25,60.4438,0.95161,1.5824,1.07407,0.59318,0.5,0.49543,0.44588,0.91261,3.53333,1.06905,0.00078596,0.00078596,0.00078596
26,62.6807,1.03043,1.77874,1.09393,0.59318,0.5,0.49543,0.44588,0.91261,3.53333,1.06905,0.000809625,0.000809625,0.000809625
27,64.9234,0.96454,1.4502,1.06271,0.59318,0.5,0.49543,0.44588,0.91261,3.53333,1.06905,0.00083263,0.00083263,0.00083263
28,67.177,1.00927,1.41086,1.15915,0.69998,0.5,0.5087,0.44854,1.13254,3.47685,1.1377,0.000854975,0.000854975,0.000854975
29,69.4176,1.05002,1.39512,1.12443,0.69998,0.5,0.5087,0.44854,1.13254,3.47685,1.1377,0.00087666,0.00087666,0.00087666
30,71.7512,0.92218,1.57879,1.00059,0.87412,0.5,0.49807,0.44615,0.9526,3.33837,1.14716,0.000897685,0.000897685,0.000897685
31,74.0184,0.95342,1.57623,1.05057,0.87412,0.5,0.49807,0.44615,0.9526,3.33837,1.14716,0.00091805,0.00091805,0.00091805
32,76.3067,0.89813,1.41964,1.03311,0.87412,0.5,0.49807,0.44615,0.9526,3.33837,1.14716,0.000937755,0.000937755,0.000937755
33,78.5812,0.88788,1.30113,0.9414,0.88493,0.5,0.50833,0.44846,0.99698,3.28356,1.11855,0.0009568,0.0009568,0.0009568
34,80.8311,0.92594,1.56693,1.01584,0.88493,0.5,0.50833,0.44846,0.99698,3.28356,1.11855,0.000975185,0.000975185,0.000975185
35,83.072,0.93737,1.69039,1.05153,0.88493,0.5,0.50833,0.44846,0.99698,3.28356,1.11855,0.00099291,0.00099291,0.00099291
36,85.3468,0.98658,1.6499,1.11709,0.83121,0.5,0.50663,0.39858,1.22065,3.58851,1.18199,0.00100997,0.00100997,0.00100997
37,87.6188,0.98914,1.71139,1.0639,0.83121,0.5,0.50663,0.39858,1.22065,3.58851,1.18199,0.00102638,0.00102638,0.00102638
38,89.8735,0.98355,1.41469,1.049,0.83121,0.5,0.50663,0.39858,1.22065,3.58851,1.18199,0.00104212,0.00104212,0.00104212
39,92.1716,1.09835,1.54302,1.08061,0.75244,0.5,0.51167,0.44875,1.04559,3.34583,1.16093,0.00105721,0.00105721,0.00105721
40,94.4495,1.02195,1.72964,1.12175,0.75244,0.5,0.51167,0.44875,1.04559,3.34583,1.16093,0.00107164,0.00107164,0.00107164
41,96.7448,1.02731,1.27298,1.07431,0.75244,0.5,0.51167,0.44875,1.04559,3.34583,1.16093,0.0010854,0.0010854,0.0010854
42,99.0405,0.94303,1.46277,1.06475,0.91744,0.5,0.5575,0.46098,0.9227,2.98969,1.16495,0.00109851,0.00109851,0.00109851
43,101.324,0.90388,1.46791,1.08292,0.91744,0.5,0.5575,0.46098,0.9227,2.98969,1.16495,0.00111095,0.00111095,0.00111095
44,103.597,0.94087,1.39436,1.05656,0.91744,0.5,0.5575,0.46098,0.9227,2.98969,1.16495,0.00112273,0.00112273,0.00112273
45,105.86,0.92644,1.1062,0.97655,0.91744,0.5,0.5575,0.46098,0.9227,2.98969,1.16495,0.00113386,0.00113386,0.00113386
46,108.144,0.96966,1.06013,1.03032,0.94171,0.5,0.53204,0.40502,1.12142,3.09915,1.21341,0.00114433,0.00114433,0.00114433
47,110.424,1.01712,1.28541,1.10218,0.94171,0.5,0.53204,0.40502,1.12142,3.09915,1.21341,0.00115413,0.00115413,0.00115413
48,112.723,1.03887,1.46576,1.09179,0.94171,0.5,0.53204,0.40502,1.12142,3.09915,1.21341,0.00116328,0.00116328,0.00116328
49,115.063,0.96596,1.45317,1.06412,0.94171,0.5,0.53204,0.40502,1.12142,3.09915,1.21341,0.00117176,0.00117176,0.00117176
50,117.329,1.04377,1.61434,1.08596,0.92333,0.5,0.60611,0.4129,1.04263,3.43903,1.24078,0.00117958,0.00117958,0.00117958
51,119.569,1.0553,1.3604,1.05758,0.92333,0.5,0.60611,0.4129,1.04263,3.43903,1.24078,0.001175,0.001175,0.001175
52,121.825,1.03143,1.18449,1.07947,0.92333,0.5,0.60611,0.4129,1.04263,3.43903,1.24078,0.0011585,0.0011585,0.0011585
53,124.069,0.88361,1.4536,1.07375,0.92333,0.5,0.60611,0.4129,1.04263,3.43903,1.24078,0.001142,0.001142,0.001142
54,126.338,0.80979,1.46168,0.99865,0.86514,0.5,0.695,0.51682,0.82998,3.55156,1.22823,0.0011255,0.0011255,0.0011255
55,128.609,1.05851,1.65318,1.0488,0.86514,0.5,0.695,0.51682,0.82998,3.55156,1.22823,0.001109,0.001109,0.001109
56,130.869,1.16876,1.58995,1.18092,0.86514,0.5,0.695,0.51682,0.82998,3.55156,1.22823,0.0010925,0.0010925,0.0010925
57,133.137,0.90922,1.50437,1.03122,0.86514,0.5,0.695,0.51682,0.82998,3.55156,1.22823,0.001076,0.001076,0.001076
58,135.417,0.85716,1.307,1.00296,0.92405,0.5,0.53667,0.45088,0.94205,3.22241,1.19692,0.0010595,0.0010595,0.0010595
59,137.656,0.84704,1.34511,1.05652,0.92405,0.5,0.53667,0.45088,0.94205,3.22241,1.19692,0.001043,0.001043,0.001043
60,139.903,0.90465,1.329,1.04086,0.92405,0.5,0.53667,0.45088,0.94205,3.22241,1.19692,0.0010265,0.0010265,0.0010265
61,142.159,0.8668,1.39998,1.04518,0.92405,0.5,0.53667,0.45088,0.94205,3.22241,1.19692,0.00101,0.00101,0.00101
62,144.41,0.72354,1.28028,0.98167,0.96118,0.5,0.5051,0.4972,0.98473,3.15265,1.20711,0.0009935,0.0009935,0.0009935
63,146.674,0.8338,1.23449,0.95173,0.96118,0.5,0.5051,0.4972,0.98473,3.15265,1.20711,0.000977,0.000977,0.000977
64,148.939,0.7264,1.1761,0.98349,0.96118,0.5,0.5051,0.4972,0.98473,3.15265,1.20711,0.0009605,0.0009605,0.0009605
65,151.21,0.84169,1.41252,1.00973,0.96118,0.5,0.5051,0.4972,0.98473,3.15265,1.20711,0.000944,0.000944,0.000944
66,153.53,0.96089,1.30845,1.11828,0.9672,0.5,0.49543,0.44588,0.90286,2.74147,1.17154,0.0009275,0.0009275,0.0009275
67,155.783,0.65611,0.96572,0.91726,0.9672,0.5,0.49543,0.44588,0.90286,2.74147,1.17154,0.000911,0.000911,0.000911
68,158.026,0.84481,1.28589,1.00687,0.9672,0.5,0.49543,0.44588,0.90286,2.74147,1.17154,0.0008945,0.0008945,0.0008945
69,160.281,0.76597,1.09881,0.9852,0.9672,0.5,0.49543,0.44588,0.90286,2.74147,1.17154,0.000878,0.000878,0.000878
70,162.544,0.5732,1.13729,0.90752,0.96826,0.5,0.49543,0.39634,1.058,2.71856,1.19672,0.0008615,0.0008615,0.0008615
71,164.78,0.6756,1.15458,1.01168,0.96826,0.5,0.49543,0.39634,1.058,2.71856,1.19672,0.000845,0.000845,0.000845
72,167.024,0.66957,1.01671,0.92576,0.96826,0.5,0.49543,0.39634,1.058,2.71856,1.19672,0.0008285,0.0008285,0.0008285
73,169.273,0.68189,1.02657,0.99165,0.96826,0.5,0.49543,0.39634,1.058,2.71856,1.19672,0.000812,0.000812,0.000812
74,171.543,0.75946,1.14421,0.96425,0.96207,0.5,0.49543,0.39634,1.04055,2.70853,1.17659,0.0007955,0.0007955,0.0007955
75,173.82,0.73392,1.07345,1.01937,0.96207,0.5,0.49543,0.39634,1.04055,2.70853,1.17659,0.000779,0.000779,0.000779
76,176.128,0.66923,1.0774,0.98763,0.96207,0.5,0.49543,0.39634,1.04055,2.70853,1.17659,0.0007625,0.0007625,0.0007625
77,178.42,0.83438,0.9635,0.99718,0.96207,0.5,0.49543,0.39634,1.04055,2.70853,1.17659,0.000746,0.000746,0.000746
78,180.734,0.65191,1.10527,0.91745,0.95378,0.5,0.49543,0.44588,0.82573,2.79836,1.13862,0.0007295,0.0007295,0.0007295
79,183.03,0.6111,0.98898,0.94318,0.95378,0.5,0.49543,0.44588,0.82573,2.79836,1.13862,0.000713,0.000713,0.000713
80,185.34,0.68386,1.11846,0.97158,0.95378,0.5,0.49543,0.44588,0.82573,2.79836,1.13862,0.0006965,0.0006965,0.0006965
81,187.629,0.75314,1.12818,1.00803,0.95378,0.5,0.49543,0.44588,0.82573,2.79836,1.13862,0.00068,0.00068,0.00068
82,189.938,0.58573,0.96732,0.92182,0.94339,0.5,0.49543,0.39634,0.92351,3.04811,1.17165,0.0006635,0.0006635,0.0006635
83,192.257,0.76189,0.99915,1.01282,0.94339,0.5,0.49543,0.39634,0.92351,3.04811,1.17165,0.000647,0.000647,0.000647
84,194.607,0.65807,1.00896,0.94762,0.94339,0.5,0.49543,0.39634,0.92351,3.04811,1.17165,0.0006305,0.0006305,0.0006305
85,196.914,0.599,0.79984,0.89756,0.94339,0.5,0.49543,0.39634,0.92351,3.04811,1.17165,0.000614,0.000614,0.000614
86,199.219,0.63107,0.8739,0.90124,0.94008,0.5,0.49674,0.44601,0.99209,2.96593,1.18413,0.0005975,0.0005975,0.0005975
87,201.496,0.78838,0.99231,1.00594,0.94008,0.5,0.49674,0.44601,0.99209,2.96593,1.18413,0.000581,0.000581,0.000581
88,203.769,0.54555,0.91498,0.861,0.94008,0.5,0.49674,0.44601,0.99209,2.96593,1.18413,0.0005645,0.0005645,0.0005645
89,206.012,0.61737,0.93902,0.95177,0.94008,0.5,0.49674,0.44601,0.99209,2.96593,1.18413,0.000548,0.000548,0.000548
90,208.295,0.55215,0.9763,0.95877,0.9469,0.5,0.49672,0.44601,1.02516,2.9324,1.18704,0.0005315,0.0005315,0.0005315
91,210.559,0.6184,0.95776,0.96825,0.9469,0.5,0.49672,0.44601,1.02516,2.9324,1.18704,0.000515,0.000515,0.000515
92,212.83,0.60794,0.82058,0.94786,0.9469,0.5,0.49672,0.44601,1.02516,2.9324,1.18704,0.0004985,0.0004985,0.0004985
93,215.125,0.59972,0.99561,0.95074,0.9469,0.5,0.49672,0.44601,1.02516,2.9324,1.18704,0.000482,0.000482,0.000482
94,217.42,0.61271,0.88378,0.95743,0.95393,0.5,0.49824,0.44616,1.01211,2.89952,1.16861,0.0004655,0.0004655,0.0004655
95,219.702,0.51361,0.89654,0.88171,0.95393,0.5,0.49824,0.44616,1.01211,2.89952,1.16861,0.000449,0.000449,0.000449
96,221.98,0.6314,1.10409,0.97624,0.95393,0.5,0.49824,0.44616,1.01211,2.89952,1.16861,0.0004325,0.0004325,0.0004325
97,224.239,0.47033,0.93059,0.85332,0.95393,0.5,0.49824,0.44616,1.01211,2.89952,1.16861,0.000416,0.000416,0.000416
98,226.549,0.58721,0.95153,0.91103,0.96335,0.5,0.49669,0.44639,0.89494,2.65258,1.12905,0.0003995,0.0003995,0.0003995
99,228.873,0.54295,0.92444,0.865,0.96335,0.5,0.49669,0.44639,0.89494,2.65258,1.12905,0.000383,0.000383,0.000383
100,231.164,0.66475,1.09017,0.9879,0.96335,0.5,0.49669,0.44639,0.89494,2.65258,1.12905,0.0003665,0.0003665,0.0003665
101,233.459,0.49085,1.03188,0.86592,0.96335,0.5,0.49669,0.44639,0.89494,2.65258,1.12905,0.00035,0.00035,0.00035
102,235.753,0.53535,0.94861,0.90291,0.96798,0.5,0.54045,0.45082,0.83447,2.4294,1.10483,0.0003335,0.0003335,0.0003335
103,238.011,0.70697,0.99185,1.02019,0.96798,0.5,0.54045,0.45082,0.83447,2.4294,1.10483,0.000317,0.000317,0.000317
104,240.289,0.68572,1.05716,1.0226,0.96798,0.5,0.54045,0.45082,0.83447,2.4294,1.10483,0.0003005,0.0003005,0.0003005
105,242.566,0.51805,0.92925,0.89352,0.96798,0.5,0.54045,0.45082,0.83447,2.4294,1.10483,0.000284,0.000284,0.000284
106,244.882,0.7087,0.93497,1.00618,0.96956,0.5,0.56167,0.45283,0.83587,2.34304,1.10659,0.0002675,0.0002675,0.0002675
107,247.188,0.59145,0.90325,0.82911,0.96956,0.5,0.56167,0.45283,0.83587,2.34304,1.10659,0.000251,0.000251,0.000251
108,249.484,0.5677,0.99195,0.95628,0.96956,0.5,0.56167,0.45283,0.83587,2.34304,1.10659,0.0002345,0.0002345,0.0002345
109,251.782,0.50519,0.82948,0.90956,0.96956,0.5,0.56167,0.45283,0.83587,2.34304,1.10659,0.000218,0.000218,0.000218
110,254.084,0.65523,0.99336,0.92218,0.97056,0.5,0.57833,0.45434,0.807,2.28667,1.09889,0.0002015,0.0002015,0.0002015
111,256.377,0.45145,0.97879,0.83803,0.97056,0.5,0.57833,0.45434,0.807,2.28667,1.09889,0.000185,0.000185,0.000185
112,258.66,0.58538,1.12034,0.89242,0.97056,0.5,0.57833,0.45434,0.807,2.28667,1.09889,0.0001685,0.0001685,0.0001685
113,260.911,0.39549,1.05402,0.79317,0.97056,0.5,0.57833,0.45434,0.807,2.28667,1.09889,0.000152,0.000152,0.000152
114,263.165,0.48605,1.11342,0.88533,0.96906,0.5,0.60611,0.45777,0.89209,2.38206,1.13006,0.0001355,0.0001355,0.0001355
115,265.415,0.47009,1.0788,0.8857,0.96906,0.5,0.60611,0.45777,0.89209,2.38206,1.13006,0.000119,0.000119,0.000119
116,267.66,0.41937,0.96385,0.77866,0.96906,0.5,0.60611,0.45777,0.89209,2.38206,1.13006,0.0001025,0.0001025,0.0001025
117,269.919,0.45844,1.04535,0.84501,0.96906,0.5,0.60611,0.45777,0.89209,2.38206,1.13006,8.6e-05,8.6e-05,8.6e-05
118,272.23,0.42346,1.02424,0.7881,0.96884,0.5,0.60611,0.4576,0.97283,2.45103,1.15464,6.95e-05,6.95e-05,6.95e-05
119,274.489,0.42452,1.03895,0.81767,0.96884,0.5,0.60611,0.4576,0.97283,2.45103,1.15464,5.3e-05,5.3e-05,5.3e-05
120,276.76,0.38721,1.02147,0.81527,0.96884,0.5,0.60611,0.4576,0.97283,2.45103,1.15464,3.65e-05,3.65e-05,3.65e-05
